ID_DISTRITO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,ID_MUNICIPIO,MUNICIPIO,DIST_LOC,LISTA_NOMINAL,PAN,PRI,PRD,PT,PVEM,PNA,MORENA,ES,PRI_PVEM_NA_ES,PRI_PVEM_NA,PRI_PVEM_ES,PRI_NA_ES,PRI_PVEM,PRI_NA,PRI_ES,PVEM_NA_ES,PVEM_NA,PVEM_ES,NA_ES,TERESA_CASTELL,NO_REGISTRADOS,NULOS,TOTAL_VOTOS,FECHA,HORA_LLAMADA,HORA_CAPTURA,ORIGEN_CAPTURA,CAE,CLAVE_AUT
17,1462,B,1,0,1,34,"ECATEPEC DE MORELOS",42,728,18,97,72,3,9,0,141,3,0,0,0,0,3,0,0,0,0,0,0,9,0,9,364,2017-06-04,20:30:58.076,20:33:33.502,cap-84,17-15,4630
28,5902,C,5,0,2,121,"ZUMPANGO",20,654,28,137,34,2,2,2,93,3,0,0,0,1,0,3,0,0,4,0,0,0,0,7,316,2017-06-04,20:30:57.638,20:33:32.803,cap-117,28-29,3813
8,5504,C,1,0,1,110,"TULTITLAN",11,448,28,65,29,0,3,3,83,3,0,0,0,0,0,0,0,0,0,0,0,9,3,6,232,2017-06-04,20:30:49.106,20:33:30.279,cap-67,8-12,1707
12,937,C,4,0,1,26,"CHALCO",1,689,13,69,41,0,5,2,88,12,0,2,1,0,0,0,1,0,0,0,1,9,0,11,255,2017-06-04,20:30:59.054,20:33:28.271,cap-66,12-30,9903
22,2589,B,1,0,1,58,"NAUCALPAN DE JUAREZ",32,573,35,77,27,1,6,0,131,0,0,0,0,0,1,0,0,0,1,0,0,6,0,9,294,2017-06-04,20:29:58.708,20:33:25.989,cap-102,22-31,4641
9,4078,C,2,0,2,75,"SAN FELIPE DEL PROGRESO",15,698,59,266,13,9,6,1,46,1,0,3,0,1,6,2,0,0,1,0,1,5,0,17,437,2017-06-04,20:29:44.373,20:33:24.323,cap-63,9-69,3959
22,2572,C,1,0,1,58,"NAUCALPAN DE JUAREZ",32,749,47,128,27,3,0,6,144,0,0,0,0,1,1,1,0,0,0,0,0,8,0,15,381,2017-06-04,20:30:32.306,20:33:06.846,cap-48,22-26,7564
2,655,C,4,0,1,23,"COYOTEPEC",12,677,36,84,40,1,1,2,145,2,2,0,0,0,1,1,1,0,0,0,0,1,0,6,323,2017-06-04,20:30:31.119,20:32:56.059,cap-69,2-15,9037
25,1267,C,3,0,1,32,"CHIMALHUACAN",3,745,6,69,103,0,5,2,65,3,0,1,0,0,0,2,1,0,0,0,0,1,0,11,269,2017-06-04,20:29:55.440,20:32:49.078,cap-72,25-32,5322
39,5941,B,1,0,2,71,"LA PAZ",31,707,12,195,49,0,2,5,63,2,2,0,0,1,9,3,1,0,0,0,0,1,0,18,363,2017-06-04,20:30:43.175,20:32:45.671,cap-24,39-47,3715
1,2288,B,1,0,2,46,"JILOTEPEC",14,586,75,96,34,7,2,14,114,0,1,0,0,0,0,2,0,0,1,0,0,9,0,6,361,2017-06-04,20:38:07.553,20:32:36.592,cap-32,1-51,2035
29,3314,B,1,0,1,60,"NEZAHUALCOYOTL",25,506,3,29,149,1,1,3,67,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,257,2017-06-04,20:30:02.816,20:32:31.927,cap-68,29-25,4578
17,1938,C,2,0,1,34,"ECATEPEC DE MORELOS",42,506,14,73,48,5,1,6,118,0,2,1,1,0,0,0,0,0,0,0,0,7,3,10,289,2017-06-04,20:30:19.466,20:32:30.561,cap-61,17-51,1996
28,4204,B,1,0,1,82,"TECAMAC",33,632,49,146,22,6,1,2,132,2,2,0,0,1,2,0,0,0,0,0,0,6,1,6,378,2017-06-04,20:29:35.676,20:32:14.575,cap-29,28-52,6257
31,3632,C,2,0,1,60,"NEZAHUALCOYOTL",41,584,6,40,133,0,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,261,2017-06-04,20:30:19.303,20:32:02.730,cap-62,31-45,5816
2,661,C,1,0,1,23,"COYOTEPEC",12,563,29,75,22,2,0,3,171,7,2,0,0,2,0,0,0,1,0,0,0,4,0,9,327,2017-06-04,20:49:52.042,20:31:59.006,cap-87,2-10,7939
7,751,B,1,0,1,25,"CUAUTITLAN IZCALLI",43,435,34,61,21,1,0,4,82,3,0,0,0,0,0,0,0,0,0,0,0,9,11,222,448,2017-06-04,20:28:17.081,20:31:14.291,cap-25,7-35,1950
27,2496,C,1,0,1,55,"METEPEC",35,463,54,113,66,12,3,2,63,1,1,0,0,0,0,0,0,0,0,0,0,17,0,10,342,2017-06-04,20:29:00.364,20:31:00.655,cap-31,27-52,7334
13,1449,C,3,0,1,34,"ECATEPEC DE MORELOS",22,603,19,82,46,2,2,0,90,7,1,1,1,1,0,0,0,0,1,0,0,2,2,113,370,2017-06-04,20:26:44.423,20:30:52.058,cap-36,13-65,2784
25,1204,C,3,0,1,32,"CHIMALHUACAN",3,746,7,87,95,2,3,3,85,7,0,0,0,0,1,0,0,0,2,0,0,2,0,13,307,2017-06-04,20:28:08.726,20:30:31.974,cap-21,25-24,4149
6,5454,B,1,0,1,109,"TULTEPEC",19,614,20,86,115,2,2,2,83,2,0,0,0,0,1,0,0,0,0,0,0,5,0,16,334,2017-06-04,20:27:52.537,20:30:28.101,cap-4,6-2,8173
9,2195,E,1,1,2,43,"IXTLAHUACA",15,504,45,153,25,3,20,2,76,3,0,0,0,0,0,0,0,0,0,0,0,12,0,15,354,2017-06-04,20:28:44.636,20:30:24.369,cap-9,9-22,3010
26,5299,C,1,0,1,107,"TOLUCA",2,577,33,99,149,7,6,0,99,1,4,1,0,0,1,0,0,0,0,0,0,10,2,9,421,2017-06-04,20:28:04.475,20:30:17.355,cap-50,26-61,6192
7,779,C,2,0,1,25,"CUAUTITLAN IZCALLI",43,692,57,91,38,4,6,2,156,7,1,0,0,0,1,1,0,0,0,0,0,6,1,4,375,2017-06-04,20:28:06.412,20:30:17.072,cap-12,7-39,7036
12,937,C,3,0,1,26,"CHALCO",1,689,10,61,52,2,3,4,80,12,0,1,0,0,0,0,0,0,0,0,0,14,0,12,251,2017-06-04,20:30:59.054,20:30:09.791,cap-66,12-30,9903
40,5827,C,3,0,2,119,"ZINACANTEPEC",36,684,46,139,100,10,3,2,112,2,2,3,0,0,0,0,0,0,0,0,0,12,0,11,442,2017-06-04,20:26:49.124,20:30:01.012,cap-104,40-52,2394
26,5386,C,2,0,1,107,"TOLUCA",2,689,29,177,45,6,3,2,110,3,4,2,1,0,4,0,0,0,0,0,0,19,0,20,425,2017-06-04,20:27:41.398,20:29:52.098,cap-46,26-21,7508
8,5503,C,2,0,1,110,"TULTITLAN",11,745,41,44,54,3,2,2,144,1,0,0,0,0,0,0,0,0,0,0,0,10,0,12,313,2017-06-04,20:30:49.106,20:29:44.518,cap-67,8-12,1707
17,1683,C,3,0,1,34,"ECATEPEC DE MORELOS",42,580,12,61,51,0,4,2,129,1,0,0,0,0,2,1,0,0,0,0,0,1,0,2,266,2017-06-04,20:27:03.907,20:29:38.936,cap-30,17-24,5158
3,4376,C,1,0,2,86,"TEMASCALCINGO",13,544,19,136,25,9,4,6,118,0,1,2,1,0,2,1,0,0,0,0,0,9,0,12,345,2017-06-04,20:27:23.228,20:29:38.520,cap-52,3-85,1545
2,655,C,2,0,1,23,"COYOTEPEC",12,678,27,72,33,2,5,4,146,2,0,0,0,0,0,1,0,0,0,0,0,8,0,9,309,2017-06-04,20:30:31.119,20:29:31.531,cap-69,2-15,9037
9,3917,B,1,0,1,68,"OTZOLOTEPEC",45,494,30,86,66,10,2,5,94,1,0,0,0,0,4,0,0,0,0,0,0,6,0,9,313,2017-06-04,20:44:18.436,20:29:16.337,cap-5,9-33,7748
29,3293,C,1,0,1,60,"NEZAHUALCOYOTL",25,448,4,38,125,1,1,4,56,1,3,0,0,0,0,0,0,0,0,0,0,1,0,7,241,2017-06-04,20:30:02.816,20:29:14.578,cap-68,29-25,4578
5,3941,C,1,0,1,70,"PAPALOTLA",39,550,22,178,29,3,2,4,184,3,0,0,0,0,1,0,0,0,0,0,0,1,0,4,431,2017-06-04,20:26:44.826,20:29:14.479,cap-116,5-61,3638
30,3618,C,1,0,1,60,"NEZAHUALCOYOTL",25,582,13,37,130,0,3,2,80,0,0,0,0,0,1,0,0,0,0,0,0,3,0,12,281,2017-06-04,20:26:43.566,20:29:10.355,cap-105,30-64,4925
12,2073,C,8,0,1,40,"IXTAPALUCA",40,720,14,111,36,3,11,1,113,1,4,1,1,1,1,0,0,0,0,0,0,1,0,7,306,2017-06-04,20:25:47.266,20:28:48.231,cap-94,12-108,4131
12,6102,B,1,0,1,40,"IXTAPALUCA",40,747,29,75,42,0,43,2,120,3,0,0,0,0,1,1,0,1,0,0,0,19,1,9,346,2017-06-04,20:26:24.080,20:28:45.148,cap-53,12-2,2165
5,4549,B,1,0,2,94,"TEPETLAOXTOC",39,609,14,132,51,3,1,0,171,3,1,0,0,0,2,0,1,0,0,0,0,5,0,7,391,2017-06-04,20:25:04.857,20:28:29.180,cap-58,5-89,3466
5,245,C,3,0,2,11,"ATENCO",23,672,12,139,25,3,2,1,173,2,0,0,0,0,0,0,0,0,0,0,0,6,2,7,372,2017-06-04,20:26:04.551,20:28:20.249,cap-64,5-22,8937
27,2493,B,1,0,1,55,"METEPEC",35,524,54,138,80,10,7,1,99,1,0,1,0,0,1,1,0,0,0,0,0,13,0,5,411,2017-06-04,20:29:00.364,20:28:13.868,cap-31,27-52,7334
9,4423,C,2,0,2,88,"TEMOAYA",45,685,48,99,57,9,18,3,122,1,0,2,0,2,0,0,0,0,0,0,0,8,0,9,378,2017-06-04,20:25:16.624,20:28:09.837,cap-39,9-91,4648
33,212,B,1,0,2,9,"AMECAMECA",28,710,21,93,105,6,3,2,136,12,0,1,0,0,4,0,1,0,0,0,0,10,0,7,401,2017-06-04,20:24:24.952,20:28:07.888,cap-42,33-36,2088
20,3136,C,1,0,1,60,"NEZAHUALCOYOTL",24,564,21,34,123,1,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,292,2017-06-04,20:25:50.623,20:28:04.780,cap-118,20-6,1380
3,4104,B,1,0,2,124,"SAN JOSE DEL RINCON",13,515,43,193,21,3,0,2,43,7,2,1,0,0,2,3,0,0,0,0,0,2,0,15,337,2017-06-04,20:26:02.451,20:28:02.331,cap-74,3-63,5125
9,2207,C,1,0,2,43,"IXTLAHUACA",15,648,33,196,14,4,4,7,77,2,2,0,1,1,2,1,0,0,0,0,0,6,0,15,365,2017-06-04,20:24:44.306,20:28:00.107,cap-37,9-8,2008
4,3761,C,4,0,1,61,"NICOLAS ROMERO",44,607,51,71,30,2,6,3,97,3,1,2,0,0,3,0,0,0,0,0,0,7,0,8,284,2017-06-04,20:25:17.645,20:27:58.440,cap-83,4-59,3191
4,3765,C,2,0,1,61,"NICOLAS ROMERO",44,640,55,98,20,2,2,5,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,278,2017-06-04,20:26:04.465,20:27:54.834,cap-91,4-53,1919
15,348,C,2,0,1,13,"ATIZAPAN DE ZARAGOZA",16,709,54,62,39,4,3,1,112,2,0,2,0,0,2,3,0,0,0,0,0,6,0,15,305,2017-06-04,20:25:16.159,20:27:54.717,cap-18,15-51,4871
1,2316,C,2,0,2,48,"JIQUIPILCO",15,641,36,274,16,6,11,8,82,2,4,1,0,2,0,0,0,0,0,0,0,8,0,17,467,2017-06-04,20:24:55.725,20:27:43.339,cap-49,1-60,5110
4,3731,C,3,0,1,61,"NICOLAS ROMERO",44,655,58,109,19,0,6,5,98,0,1,1,0,1,2,0,1,0,0,0,0,11,1,15,328,2017-06-04,20:24:53.816,20:27:13.042,cap-26,4-27,6014
5,1107,C,1,0,1,29,"CHIAUTLA",39,701,21,168,28,2,1,6,198,1,2,3,0,0,2,1,0,0,0,0,0,7,0,7,447,2017-06-04,20:23:59.785,20:27:10.776,cap-96,5-40,4170
33,1054,C,15,0,1,26,"CHALCO",1,709,16,44,42,1,2,3,82,7,0,0,0,0,1,1,0,0,0,0,0,8,0,7,214,2017-06-04,20:24:43.556,20:27:09.951,cap-7,33-73,5776
8,5513,B,1,0,1,110,"TULTITLAN",11,590,27,83,35,3,5,3,102,3,2,1,0,0,3,0,0,0,1,0,0,8,3,16,295,2017-06-04,20:24:46.870,20:27:06.927,cap-38,8-15,3663
17,1629,C,2,0,1,34,"ECATEPEC DE MORELOS",42,662,17,120,71,1,1,5,114,3,0,0,0,0,0,0,0,0,0,0,0,17,0,6,355,2017-06-04,20:24:30.508,20:27:05.953,cap-14,17-39,4602
7,779,C,1,0,1,25,"CUAUTITLAN IZCALLI",43,692,44,88,34,1,6,2,174,1,0,1,0,0,1,6,0,0,1,0,0,9,0,3,371,2017-06-04,20:28:06.412,20:27:03.503,cap-12,7-39,7036
6,5454,C,4,0,1,109,"TULTEPEC",19,613,9,80,105,3,5,2,84,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,301,2017-06-04,20:27:52.537,20:27:02.096,cap-4,6-2,8173
8,5523,C,7,0,1,110,"TULTITLAN",11,746,48,58,56,1,16,1,151,2,2,0,0,0,1,0,0,0,0,0,0,12,0,7,355,2017-06-04,20:23:53.522,20:26:52.017,cap-61,8-18,4702
2,4582,C,3,0,1,96,"TEPOTZOTLAN",12,683,33,79,50,2,3,4,139,2,1,0,0,0,1,0,0,0,0,0,0,14,0,9,337,2017-06-04,20:23:25.161,20:26:35.298,cap-48,2-67,7230
7,706,C,1,0,1,25,"CUAUTITLAN IZCALLI",43,608,30,98,35,0,0,3,138,2,0,2,0,0,2,0,0,0,0,1,0,12,0,11,334,2017-06-04,20:23:40.263,20:26:31.667,cap-40,7-5,3916
33,1065,C,7,0,2,26,"CHALCO",1,712,19,92,50,4,1,4,117,7,0,0,0,0,3,1,0,0,0,0,0,8,0,13,319,2017-06-04,20:22:49.331,20:26:24.228,cap-65,33-59,3660
36,4384,B,1,0,2,87,"TEMASCALTEPEC",10,610,60,213,56,7,1,0,36,1,3,1,0,0,0,1,0,0,0,0,0,4,0,12,395,2017-06-04,20:34:43.278,20:26:23.120,cap-24,36-65,3700
28,4241,C,16,0,2,82,"TECAMAC",33,747,53,93,58,6,4,1,149,2,1,1,0,0,0,0,0,0,0,0,0,11,1,12,392,2017-06-04,20:24:15.010,20:26:09.842,cap-43,28-96,4125
37,5584,C,1,0,1,110,"TULTITLAN",19,504,28,46,60,2,2,4,103,0,1,0,1,1,0,0,0,0,0,0,0,10,0,7,265,2017-06-04,20:32:12.546,20:26:00.595,cap-32,37-66,8281
2,1957,E,1,5,1,36,"HUEHUETOCA",20,651,24,57,20,5,5,3,55,1,0,0,0,1,1,1,0,0,0,0,0,7,1,3,184,2017-06-04,20:22:29.909,20:25:58.829,cap-47,2-20,5722
8,5487,C,1,0,1,110,"TULTITLAN",11,533,35,86,37,5,6,3,113,3,0,0,0,0,0,0,0,0,0,0,0,9,0,7,304,2017-06-04,20:23:52.915,20:25:39.804,cap-82,8-6,2930
26,5376,C,3,0,1,107,"TOLUCA",34,742,107,125,65,15,7,3,85,2,0,0,0,0,0,0,0,1,0,0,0,18,0,21,449,2017-06-04,20:22:35.195,20:25:30.840,cap-57,26-12,3038
15,5109,B,1,0,1,105,"TLALNEPANTLA DE BAZ",26,643,71,58,26,3,3,2,142,2,0,0,0,0,0,0,0,0,0,0,0,3,0,7,317,2017-06-04,20:49:00.811,20:25:29.082,cap-75,15-39,4968
37,689,C,4,0,2,24,"CUAUTITLAN",19,664,40,78,39,1,7,1,133,0,1,1,0,0,2,0,1,0,0,0,0,9,2,16,331,2017-06-04,20:22:51.721,20:25:20.828,cap-20,37-18,3269
15,5015,C,1,0,1,105,"TLALNEPANTLA DE BAZ",18,649,125,50,68,0,1,2,122,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,391,2017-06-04,20:22:27.834,20:25:12.839,cap-13,15-9,1157
9,3904,C,3,0,1,68,"OTZOLOTEPEC",45,653,57,99,76,8,5,1,141,0,0,1,0,0,1,0,0,0,0,0,0,15,0,4,408,2017-06-04,20:22:32.233,20:25:08.707,cap-102,9-43,8178
37,687,C,1,0,1,24,"CUAUTITLAN",19,547,32,96,43,3,15,2,92,2,1,0,0,0,1,0,0,0,0,0,0,5,0,10,302,2017-06-04,20:22:25.574,20:25:01.951,cap-51,37-16,5435
6,591,B,1,0,1,20,"COACALCO DE BERRIOZABAL",38,520,50,50,43,0,0,2,144,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,309,2017-06-04,20:22:37.487,20:24:51.905,cap-62,6-35,4543
33,1035,C,1,0,1,26,"CHALCO",1,590,14,99,47,3,1,4,8,8,1,1,0,1,1,1,1,0,0,0,1,1,2,10,204,2017-06-04,20:34:10.088,20:24:48.190,cap-54,33-82,9084
28,1985,C,2,0,1,37,"HUEYPOXTLA",20,607,48,135,97,2,1,8,62,0,0,0,0,0,2,1,0,0,0,0,0,4,0,7,367,2017-06-04,20:21:55.557,20:24:30.122,cap-72,28-6,8484
39,3974,C,1,0,1,71,"LA PAZ",31,633,10,86,58,1,6,10,142,4,0,0,0,0,1,1,0,0,0,0,0,7,0,5,331,2017-06-04,20:21:06.484,20:24:11.154,cap-28,39-20,5954
27,2521,C,3,0,1,55,"METEPEC",35,642,41,120,89,27,4,1,111,0,0,1,0,0,1,0,0,0,0,0,0,12,0,15,422,2017-06-04,20:21:58.686,20:24:04.690,cap-63,27-48,2794
1,2297,C,1,0,2,46,"JILOTEPEC",14,456,39,102,34,4,2,11,97,7,2,1,0,0,1,2,0,0,0,0,0,6,0,7,315,2017-06-04,20:21:57.478,20:24:04.381,cap-35,1-36,9168
29,3332,C,1,0,1,60,"NEZAHUALCOYOTL",25,542,4,40,153,1,3,2,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,266,2017-06-04,20:22:15.645,20:23:53.369,cap-107,29-39,2966
4,3761,E,1,1,1,61,"NICOLAS ROMERO",44,576,38,107,36,2,1,3,101,2,0,1,0,0,1,0,1,0,0,0,0,6,0,11,310,2017-06-04,20:25:17.645,20:23:47.371,cap-83,4-59,3191
5,4691,C,2,0,1,101,"TEZOYUCA",23,603,20,106,48,3,1,2,164,1,0,0,0,0,2,0,0,1,0,0,0,3,0,6,357,2017-06-04,20:20:13.756,20:23:29.928,cap-115,5-93,2297
6,531,C,1,0,1,20,"COACALCO DE BERRIOZABAL",38,648,40,59,68,2,4,4,105,2,0,2,0,0,3,0,0,0,0,0,0,13,2,8,312,2017-06-04,20:19:49.235,20:23:27.479,cap-41,6-61,2901
25,1234,C,2,0,1,32,"CHIMALHUACAN",3,670,7,70,122,0,0,4,92,2,1,1,0,0,1,0,0,0,0,0,0,1,0,6,307,2017-06-04,20:20:49.399,20:23:22.356,cap-9,25-29,3296
7,868,C,1,0,1,25,"CUAUTITLAN IZCALLI",26,655,34,77,26,4,2,3,132,1,0,0,0,0,2,0,0,0,0,0,0,7,1,12,301,2017-06-04,20:20:04.130,20:23:19.599,cap-90,7-78,6035
6,5454,C,1,0,1,109,"TULTEPEC",19,614,7,64,122,1,3,0,76,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9,285,2017-06-04,20:27:52.537,20:23:12.660,cap-4,6-2,8173
20,3183,B,1,0,1,60,"NEZAHUALCOYOTL",24,590,18,52,85,0,6,0,87,3,0,0,0,0,0,0,0,0,0,0,0,5,0,7,263,2017-06-04,20:19:06.941,20:23:06.770,cap-31,20-17,8424
37,681,C,4,0,2,24,"CUAUTITLAN",19,694,39,101,65,2,1,9,170,0,1,0,1,0,0,0,1,0,0,0,0,8,0,17,415,2017-06-04,20:19:43.196,20:22:51.652,cap-103,37-12,8202
2,227,B,1,0,2,10,"APAXCO",20,577,26,128,17,6,2,0,126,1,0,0,0,0,5,0,0,0,0,0,0,8,0,8,327,2017-06-04,20:20:24.457,20:22:27.986,cap-50,2-2,2769
14,373,C,1,0,1,13,"ATIZAPAN DE ZARAGOZA",29,512,56,60,40,1,0,2,124,0,1,0,1,0,0,0,0,0,0,0,0,6,1,9,301,2017-06-04,20:20:05.271,20:22:08.744,cap-68,14-78,9039
18,5795,C,2,0,1,116,"XONACATLAN",17,582,23,91,100,3,2,0,128,1,0,1,0,0,1,0,0,0,0,0,0,9,2,6,367,2017-06-04,20:19:41.716,20:22:04.313,cap-88,18-87,8170
31,3606,C,2,0,1,60,"NEZAHUALCOYOTL",41,595,7,53,167,0,4,3,49,5,0,0,0,0,0,0,0,0,0,0,0,4,0,9,301,2017-06-04,20:19:45.292,20:21:59.206,cap-66,31-48,8805
7,851,C,3,0,1,25,"CUAUTITLAN IZCALLI",26,653,39,82,38,4,6,2,171,3,0,0,0,1,0,0,0,0,0,0,0,8,2,5,361,2017-06-04,20:19:27.340,20:21:58.956,cap-104,7-57,1058
5,4695,C,14,0,1,101,"TEZOYUCA",23,714,18,87,35,2,6,2,114,6,0,0,1,0,1,0,0,0,0,0,0,3,0,13,288,2017-06-04,20:20:11.028,20:21:56.183,cap-16,5-98,3046
2,664,C,4,0,1,23,"COYOTEPEC",12,627,31,105,19,1,4,5,146,5,1,0,0,0,1,0,0,0,0,0,0,6,0,14,338,2017-06-04,20:19:58.657,20:21:53.359,cap-82,2-11,3840
7,6195,B,1,0,1,25,"CUAUTITLAN IZCALLI",43,583,61,46,53,6,3,0,146,2,0,0,0,0,0,0,1,0,0,0,0,11,1,2,332,2017-06-04,20:18:51.306,20:21:52.576,cap-101,7-8,6872
29,3430,C,1,0,1,60,"NEZAHUALCOYOTL",24,509,11,40,80,2,3,1,51,0,0,0,0,0,1,0,0,0,1,0,0,3,0,5,198,2017-06-04,20:17:55.470,20:21:50.517,cap-58,29-3,5387
13,1694,B,1,0,1,34,"ECATEPEC DE MORELOS",22,539,30,57,52,0,1,2,117,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,274,2017-06-04,20:19:48.827,20:21:43.346,cap-73,13-36,5171
40,4471,C,2,0,1,91,"TENANGO DEL VALLE",7,739,50,123,108,11,0,4,138,3,0,0,0,0,1,0,0,0,0,0,0,11,0,6,455,2017-06-04,20:19:35.325,20:21:42.513,cap-55,40-11,4358
26,5322,C,2,0,1,107,"TOLUCA",34,554,42,113,89,9,0,2,108,1,0,0,0,0,1,0,0,0,0,0,0,15,2,3,385,2017-06-04,20:18:32.083,20:21:41.272,cap-89,26-86,8545
1,2268,C,1,0,2,46,"JILOTEPEC",14,594,74,90,22,4,13,17,123,3,0,2,0,0,1,0,1,0,0,0,0,5,0,8,363,2017-06-04,20:19:26.234,20:21:39.056,cap-61,1-40,6129
17,1636,B,1,0,1,34,"ECATEPEC DE MORELOS",42,599,18,70,56,3,2,0,101,1,2,0,0,0,0,1,0,0,0,0,0,16,0,17,287,2017-06-04,20:19:15.649,20:21:31.417,cap-1,17-33,1217
5,4111,B,1,0,2,76,"SAN MARTIN DE LAS PIRAMIDES",39,360,27,129,10,1,0,0,67,2,0,1,0,1,5,0,0,0,0,0,0,2,0,2,247,2017-06-04,20:18:17.424,20:21:30.717,cap-56,5-66,4999
16,4826,B,1,0,1,105,"TLALNEPANTLA DE BAZ",37,583,52,58,25,0,1,4,114,5,0,0,0,0,0,0,0,0,0,0,0,3,0,11,273,2017-06-04,20:32:52.963,20:21:30.276,cap-36,16-62,4406
30,3594,B,1,0,1,60,"NEZAHUALCOYOTL",41,610,6,60,138,2,1,0,70,2,1,0,0,0,0,0,0,0,0,0,0,9,0,12,301,2017-06-04,20:19:20.914,20:21:30.118,cap-30,30-13,7137
23,121,B,1,0,2,5,"ALMOLOYA DE JUAREZ",45,706,52,116,104,9,3,8,135,3,0,0,0,0,3,0,0,0,1,0,0,17,0,13,464,2017-06-04,20:19:26.229,20:21:23.770,cap-52,23-18,3321
27,2473,C,2,0,1,55,"METEPEC",35,600,54,108,79,17,6,1,96,2,0,1,0,0,3,1,0,0,0,1,0,14,0,8,391,2017-06-04,20:18:37.005,20:21:20.171,cap-69,27-36,2361
32,974,C,4,0,1,122,"VALLE DE CHALCO SOLIDARIDAD",27,730,18,50,111,2,8,2,99,0,3,0,0,0,0,0,0,0,0,0,0,5,0,11,309,2017-06-04,20:18:59.195,20:20:58.872,cap-74,32-36,4136
23,1295,B,1,0,2,33,"DONATO GUERRA",10,599,25,184,127,0,11,6,53,0,0,1,0,0,0,0,0,0,0,0,0,5,0,11,423,2017-06-04,20:17:43.961,20:20:54.740,cap-34,23-45,6982
26,5291,B,1,0,1,107,"TOLUCA",2,724,60,100,133,6,2,1,114,1,0,0,0,0,0,0,0,0,0,0,0,15,0,13,445,2017-06-04,20:19:02.922,20:20:52.724,cap-53,26-62,2678
31,3602,C,1,0,1,60,"NEZAHUALCOYOTL",41,526,12,35,141,1,3,2,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,251,2017-06-04,20:18:23.484,20:20:52.266,cap-77,31-41,6258
11,1907,C,1,0,1,34,"ECATEPEC DE MORELOS",8,591,28,72,56,0,5,3,141,2,0,0,0,1,1,0,0,0,0,0,0,9,0,9,327,2017-06-04,20:17:34.912,20:20:42.678,cap-14,11-62,7031
5,471,B,1,0,2,16,"AXAPUSCO",39,623,53,162,17,3,3,4,119,1,0,2,0,1,2,0,0,0,0,0,0,3,0,9,379,2017-06-04,20:16:13.382,20:20:41.420,cap-47,5-33,7379
29,3309,C,2,0,1,60,"NEZAHUALCOYOTL",25,552,8,63,168,1,2,3,51,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,305,2017-06-04,20:18:40.368,20:20:41.012,cap-91,29-28,6629
26,5376,C,1,0,1,107,"TOLUCA",34,743,88,113,60,9,2,4,99,0,1,0,0,0,4,1,0,0,0,0,0,20,0,13,414,2017-06-04,20:22:35.195,20:20:19.196,cap-23,26-12,3038
33,2383,B,1,0,1,51,"JUCHITEPEC",28,706,45,159,71,4,4,1,111,10,2,0,0,0,1,0,0,0,1,0,1,10,0,14,434,2017-06-04,20:17:51.682,20:20:14.081,cap-67,33-22,3007
40,4495,C,2,0,2,91,"TENANGO DEL VALLE",7,678,16,95,122,10,0,1,147,0,2,0,0,0,0,0,0,0,0,0,0,6,0,11,410,2017-06-04,20:17:34.754,20:20:11.132,cap-7,40-27,3451
5,4550,C,2,0,2,94,"TEPETLAOXTOC",39,610,8,153,15,3,16,7,134,9,1,0,0,0,2,1,1,0,0,0,0,2,1,8,361,2017-06-04,20:16:48.122,20:20:09.991,cap-24,5-87,2504
22,2736,C,1,0,1,58,"NAUCALPAN DE JUAREZ",29,664,141,65,63,1,2,1,96,1,3,0,0,0,0,0,0,0,0,0,0,9,0,11,393,2017-06-04,20:17:43.050,20:19:58.012,cap-38,22-1,6082
7,823,C,1,0,1,25,"CUAUTITLAN IZCALLI",43,520,58,37,42,8,1,2,124,1,0,0,0,0,1,0,0,0,0,0,0,11,1,13,299,2017-06-04,20:16:16.538,20:19:50.907,cap-65,7-48,5641
11,1555,B,1,0,1,34,"ECATEPEC DE MORELOS",22,593,20,86,53,4,3,7,121,0,1,0,0,0,1,1,0,0,0,0,0,5,0,12,314,2017-06-04,20:17:44.221,20:19:50.057,cap-43,11-70,9648
28,5880,C,1,0,1,121,"ZUMPANGO",20,615,28,94,48,3,5,3,166,2,0,0,0,0,1,0,0,0,0,0,0,6,0,7,363,2017-06-04,20:17:42.948,20:19:47.799,cap-46,28-37,1607
35,4435,C,2,0,1,89,"TENANCINGO",7,601,50,116,56,10,2,2,110,2,3,0,1,0,2,1,0,1,0,0,0,7,1,7,371,2017-06-04,20:17:16.767,20:19:41.618,cap-105,35-49,3281
